id volMax pesoMax custo
1127 370 366 13618
1128 368 308 16575
1129 391 395 13796
1130 394 351 15473
1131 287 304 15787
1132 398 378 15048
1133 259 310 16154
1134 385 254 14819
1135 394 379 13241
1136 262 384 15363
1137 394 351 15473
1138 292 316 16581
1139 393 377 16543
1140 394 379 13241
1141 309 377 15136
1142 360 331 15444
1143 265 274 14952
1144 255 275 13025
1145 259 354 13356
1146 259 354 13356
1147 285 258 13044
1148 328 398 13956
1149 397 321 13931
1150 278 386 16833
1151 366 375 15556
1152 277 399 14862
1153 393 377 16543
1154 285 258 13044
1155 259 310 16154
1156 360 331 15444
1157 382 304 14967
1158 365 301 13406
1159 398 378 15048
1160 355 322 13718
1161 258 289 14932
1162 335 381 15531
1163 262 389 15106
1164 398 378 15048
1165 343 277 15226
1166 292 289 14548
1167 256 289 14860
1168 335 381 15531
1169 256 289 14860
1170 310 387 14105
1171 343 277 15226
1172 278 386 16833
1173 310 387 14105
1174 292 316 16581
1175 265 274 14952
1176 292 316 16581
1177 385 254 14819
1178 325 316 13378
1179 292 289 14548
1180 388 268 14521
1181 277 399 14862
1182 262 384 15363
1183 344 306 14015
1184 308 371 13865
1185 343 277 15226
1186 382 304 14967
1187 310 387 14105
1188 296 271 13742
1189 397 321 13931
1190 376 262 16090
1191 382 304 14967
1192 292 316 16581
1193 355 322 13718
1194 281 287 14581
1195 310 387 14105
1196 277 399 14862
1197 370 366 13618
1198 397 321 13931
1199 394 379 13241
1200 365 259 16982
1201 265 274 14952
1202 366 375 15556
1203 278 386 16833
1204 309 377 15136
1205 281 287 14581
1206 335 381 15531
1207 385 254 14819
1208 287 342 15977
1209 288 346 13476
1210 397 321 13931
1211 253 386 13481
1212 335 265 15168
1213 393 377 16543
1214 258 289 14932
1215 281 287 14581
1216 256 289 14860
1217 287 304 15787
1218 328 398 13956
1219 370 366 13618
1220 308 371 13865
1221 344 306 14015
1222 365 259 16982
1223 368 308 16575
1224 258 289 14932
1225 378 272 15057
1226 336 345 14342
1227 385 254 14819
1228 278 386 16833
1229 259 354 13356
1230 287 342 15977
1231 255 275 13025
1232 310 387 14105
1233 394 351 15473
1234 278 386 16833
1235 394 351 15473
1236 268 346 14777
1237 281 287 14581
1238 259 310 16154
1239 268 346 14777
1240 360 331 15444
1241 281 287 14581
1242 309 377 15136
1243 335 381 15531
1244 365 301 13406
1245 376 262 16090
1246 343 277 15226
1247 335 383 16287
1248 394 351 15473
1249 262 384 15363
1250 336 345 14342
1251 388 268 14521
1252 335 265 15168
1253 292 289 14548
1254 394 379 13241
1255 378 272 15057
1256 256 289 14860
1257 287 304 15787
1258 278 386 16833
1259 360 331 15444
1260 336 345 14342
1261 366 375 15556
1262 378 272 15057
1263 262 384 15363
1264 368 308 16575
1265 325 316 13378
1266 265 274 14952
1267 366 375 15556
1268 388 268 14521
1269 343 277 15226
1270 376 262 16090
1271 325 316 13378
1272 258 289 14932
1273 253 386 13481
1274 335 265 15168
1275 335 383 16287
1276 285 258 13044
1277 259 310 16154
1278 343 277 15226
1279 255 275 13025
1280 397 321 13931
1281 378 272 15057
1282 344 306 14015
1283 397 321 13931
1284 296 271 13742
1285 255 275 13025
1286 292 289 14548
1287 343 277 15226
1288 268 346 14777
1289 395 315 16790
1290 388 268 14521
1291 344 306 14015
1292 393 377 16543
1293 288 346 13476
1294 278 386 16833
1295 259 310 16154
1296 343 277 15226
1297 344 306 14015
1298 366 375 15556
1299 343 277 15226
1300 335 383 16287
1301 365 259 16982
1302 393 377 16543
1303 265 274 14952
1304 344 306 14015
1305 255 275 13025
1306 391 395 13796
1307 378 272 15057
1308 287 342 15977
1309 277 399 14862
1310 355 322 13718
1311 259 354 13356
1312 285 258 13044
1313 259 354 13356
1314 394 379 13241
1315 262 389 15106
1316 385 254 14819
1317 288 346 13476
1318 258 289 14932
1319 253 386 13481
1320 285 258 13044
1321 391 395 13796
1322 262 389 15106
1323 355 322 13718
1324 328 398 13956
1325 292 316 16581
1326 259 310 16154
1327 335 265 15168
1328 382 304 14967
1329 296 271 13742
1330 385 254 14819
1331 395 315 16790
1332 281 287 14581
1333 365 259 16982
1334 365 259 16982
1335 287 342 15977
1336 278 386 16833
1337 360 331 15444
1338 259 310 16154
1339 285 258 13044
1340 370 366 13618
1341 376 262 16090
1342 308 371 13865
1343 335 265 15168
1344 308 371 13865
1345 382 304 14967
1346 376 262 16090
1347 277 399 14862
1348 308 371 13865
1349 385 254 14819
1350 262 384 15363
1351 355 322 13718
1352 328 398 13956
1353 281 287 14581
1354 258 289 14932
1355 325 316 13378
1356 388 268 14521
1357 388 268 14521
1358 397 321 13931
1359 308 371 13865
1360 395 315 16790
1361 376 262 16090
1362 395 315 16790
1363 391 395 13796
1364 336 345 14342
1365 360 331 15444
1366 287 342 15977
1367 395 315 16790
1368 398 378 15048
1369 262 384 15363
1370 335 265 15168
1371 365 301 13406
1372 365 301 13406
1373 325 316 13378
1374 309 377 15136
1375 328 398 13956
1376 287 304 15787
1377 259 354 13356
1378 259 310 16154
1379 310 387 14105
1380 335 265 15168
1381 310 387 14105
1382 328 398 13956
1383 255 275 13025
1384 328 398 13956
1385 309 377 15136
1386 265 274 14952
1387 398 378 15048
1388 394 379 13241
1389 309 377 15136
1390 265 274 14952
1391 262 389 15106
